timing,foreaft, lateral,normal
1462,-0.17845,0.037,-0.02394
1463,-0.14759,0.05587,-0.02676
1464,-0.1755,0.06457,-0.02394
1465,-0.17474,0.03123,-0.03297
1466,-0.16461,0.04261,-0.01569
1467,-0.16989,0.05073,-0.02156
1468,-0.19198,0.05775,-0.02241
1469,-0.15254,0.07254,-0.02331
1470,-0.17262,0.0371,-0.03276
1471,-0.16885,0.0256,-0.01664
1472,-0.1752,0.04727,-0.02661
1473,-0.1646,0.02828,-0.02158
1474,-0.17351,0.03959,-0.02352
1475,-0.16293,0.025,-0.01827
1476,-0.18114,0.04114,-0.02449
1477,-0.14576,0.02991,-0.03244
1478,-0.17022,0.04055,-0.01874
1479,-0.19359,0.05481,-0.01313
1480,-0.18215,0.05704,-0.01894
1481,-0.1558,0.05916,-0.01751
1482,-0.18384,0.06496,-0.02136
1483,-0.16636,0.04749,-0.02475
1484,-0.17693,0.04582,-0.01411
1485,-0.16123,0.05044,-0.02342
1486,-0.14998,0.05893,-0.01336
1487,-0.1573,0.03681,-0.00229
1488,-0.1515,0.04142,-0.01614
1489,-0.1851,0.05245,-0.01889
1490,-0.15714,0.03629,-0.01231
1491,-0.15702,0.05929,-0.01641
1492,-0.20364,0.06456,-0.02096
1493,-0.15872,0.06401,-0.00921
1494,-0.15303,0.05888,-0.01693
1495,-0.16924,0.07247,-0.01875
1496,-0.14348,0.05954,-0.03073
1497,-0.21725,0.06793,-0.00255
1498,-0.20483,0.07104,-0.01559
1499,-0.16452,0.02697,-0.02103
1500,-0.17489,0.03965,-0.00999
1501,-0.1782,0.02971,-0.00107
1502,-0.16684,0.07528,-0.01001
1503,-0.14426,0.04207,-0.01754
1504,-0.20307,0.05453,-0.02306
1505,-0.17057,0.07416,-0.00634
1506,-0.1511,0.04006,-0.02184
1507,-0.1927,0.05897,-0.01459
1508,-0.17506,0.08136,-0.00208
1509,-0.15248,0.06069,-0.01453
1510,-0.19831,0.04499,0.00574
1511,-0.17279,0.05315,-0.02332
1512,-0.17371,0.04465,-0.01057
1513,-0.17173,0.04825,-0.00071
1514,-0.19465,0.07224,-0.01239
1515,-0.15505,0.09287,-0.02254
1516,-0.20118,0.03663,-0.01169
1517,-0.19169,0.06457,-0.00746
1518,-0.17703,0.10059,0.0029
1519,-0.19979,0.03534,-0.00388
1520,-0.13766,0.01825,-0.00905
1521,-0.16897,0.07252,-0.0056
1522,-0.15293,0.07388,-0.01114
1523,-0.14287,0.05647,-0.02213
1524,-0.17015,0.07333,-0.01177
1525,-0.16872,0.05414,-0.01505
1526,-0.17433,0.05714,-0.00021
1527,-0.17832,0.06692,-0.01386
1528,-0.17575,0.05621,0.00145
1529,-0.15292,0.07671,-0.01354
1530,-0.17954,0.06362,-0.01152
1531,-0.17972,0.06365,-0.01538
1532,-0.15349,0.07242,-0.00561
1533,-0.15888,0.06547,-0.00801
1534,-0.16649,0.07213,-0.00611
1535,-0.16138,0.0595,0.00228
1536,-0.16771,0.06752,-0.00883
1537,-0.15086,0.07592,-0.02473
1538,-0.17871,0.06078,0.00299
1539,-0.15796,0.05261,-0.0025
1540,-0.15956,0.05608,-0.00651
1541,-0.19627,0.06916,-0.01089
1542,-0.14936,0.05749,-0.01806
1543,-0.14811,0.08063,-0.00657
1544,-0.15051,0.114,0.00119
1545,-0.18503,0.09299,0.00815
1546,-0.18651,0.09176,-0.01248
1547,-0.16216,0.04918,-0.00998
1548,-0.17834,0.05703,-0.00269
1549,-0.15786,0.06843,0.00958
1550,-0.16246,0.11224,-0.01121
1551,-0.17071,0.06461,0.00583
1552,-0.18186,0.08087,-0.00665
1553,-0.14368,0.06559,0.00378
1554,-0.15854,0.07098,-0.00527
1555,-0.16104,0.04478,0.00596
1556,-0.18204,0.08799,0.00916
1557,-0.17148,0.06789,0.00498
1558,-0.1833,0.05591,0.00774
1559,-0.19888,0.06553,-0.00368
1560,-0.16888,0.05399,0.01097
1561,-0.1756,0.07208,0.00347
1562,-0.15789,0.05688,0.00553
1563,-0.17464,0.07072,-0.01069
1564,-0.1629,0.08361,0.00221
1565,-0.17622,0.0551,0.01131
1566,-0.17183,0.05972,-0.00167
1567,-0.16268,0.05572,-0.00604
1568,-0.18201,0.06288,0.00346
1569,-0.16917,0.04439,0.00246
1570,-0.1794,0.04925,0.00035
1571,-0.13792,0.02299,-0.00493
1572,-0.1601,0.06423,-0.00278
1573,-0.17962,0.08776,-0.00444
1574,-0.16214,0.06031,-0.00044
1575,-0.15755,0.06506,0.00458
1576,-0.1884,0.07478,0.01471
1577,-0.19495,0.0603,0.00447
1578,-0.19472,0.07405,-0.00394
1579,-0.1958,0.06548,-0.01376
1580,-0.17376,0.0801,-0.0017
1581,-0.16526,0.06402,-0.0111
1582,-0.17237,0.07055,-0.00364
1583,-0.15515,0.07528,0.00846
1584,-0.1551,0.06116,-0.00804
1585,-0.19329,0.06121,-0.00061
1586,-0.13744,0.08575,-0.00466
1587,-0.14878,0.04642,0.00037
1588,-0.16188,0.06148,0.01364
1589,-0.16101,0.02186,-0.00479
1590,-0.1813,0.05346,-0.00248
1591,-0.19129,0.07347,0.00587
1592,-0.16529,0.06378,-0.00678
1593,-0.15655,0.05551,0.01009
1594,-0.17527,0.04134,-0.01045
1595,-0.17158,0.081,0.00272
1596,-0.16494,0.06834,-0.00937
1597,-0.16258,0.08085,-0.00961
1598,-0.17514,0.04693,-0.01694
1599,-0.17709,0.06406,3E-05
1600,-0.15384,0.06551,0.0075
1601,-0.15748,0.05684,0.00168
1602,-0.1517,0.05469,-0.00258
1603,-0.17334,0.05043,-0.00189
1604,-0.17258,0.06711,-0.00076
1605,-0.14355,0.07043,0.00337
1606,-0.15306,0.07699,0.00132
1607,-0.15295,0.08813,-0.01416
1608,-0.1759,0.0605,0.0079
1609,-0.15612,0.06898,0.00567
1610,-0.14689,0.0696,-0.00207
1611,-0.17987,0.06754,0.00714
1612,-0.16806,0.07401,-0.0104
1613,-0.15088,0.06047,0.01261
1614,-0.1663,0.09272,0.0008
1615,-0.15515,0.08121,0.00646
1616,-0.14072,0.06277,0.01022
1617,-0.17495,0.04839,0.00668
1618,-0.15498,0.08228,-0.00042
1619,-0.16676,0.06298,0.00582
1620,-0.17153,0.02962,0.00641
1621,-0.18098,0.04735,-0.00534
1622,-0.16715,0.04672,-0.00913
1623,-0.16309,0.06306,0.00112
1624,-0.15162,0.06041,-0.0003
1625,-0.17091,0.05737,0.01042
1626,-0.17182,0.05515,-0.01689
1627,-0.15907,0.07058,-0.00325
1628,-0.14777,0.042,-0.00426
1629,-0.15382,0.03347,-0.00569
1630,-0.15213,0.04372,0.00845
1631,-0.18445,0.06643,-0.00249
1632,-0.1135,0.05373,-0.00733
1633,-0.1714,0.04746,-0.01181
1634,-0.16839,0.06641,-0.00109
1635,-0.18279,0.06708,0.00541
1636,-0.12274,0.05001,-0.009
1637,-0.18474,0.05985,0.0096
1638,-0.13549,0.07034,0.00233
1639,-0.15856,0.06191,-0.00577
1640,-0.11877,0.04965,0.00474
1641,-0.16017,0.07699,0.00127
1642,-0.14619,0.03057,-0.00998
1643,-0.14516,0.04372,0.00354
1644,-0.12285,0.06515,-0.00222
1645,-0.14782,0.04018,0.01186
1646,-0.15564,0.03222,-0.00812
1647,-0.17157,0.05169,-0.00253
1648,-0.14958,0.04788,-0.00771
1649,-0.15321,0.07322,-0.01153
1650,-0.15285,0.06612,-0.00793
1651,-0.16834,0.03689,-0.00363
1652,-0.19026,0.06122,0.01088
1653,-0.13362,0.06294,0.00258
1654,-0.11954,0.04086,-0.00105
1655,-0.17181,0.0626,0.00601
1656,-0.14715,0.04426,0.00028
1657,-0.17215,0.0601,0.01048
1658,-0.15909,0.03842,0.00691
1659,-0.17172,0.06676,-0.00267
1660,-0.1406,0.03365,0.00519
1661,-0.16811,0.05611,-0.0016
1662,-0.14862,0.04042,0.01294
1663,-0.17333,0.05073,-0.00933
1664,-0.15707,0.04666,-0.001
1665,-0.13598,0.0419,0.00455
1666,-0.15374,0.07991,0.00391
1667,-0.15214,0.06109,-0.01958
1668,-0.17215,0.06133,0.00179
1669,-0.18075,0.05423,0.00255
1670,-0.165,0.08372,-0.00487
1671,-0.14924,0.04075,-0.01577
1672,-0.12516,0.06007,0.00441
1673,-0.1639,0.07689,-0.00379
1674,-0.15555,0.07055,-0.01338
1675,-0.16466,0.07363,0.00221
1676,-0.18111,0.05955,-0.00207
1677,-0.13797,0.03049,0.00497
1678,-0.14399,0.05561,0.00348
1679,-0.16069,0.03383,0.00475
1680,-0.15195,0.04756,-0.00323
1681,-0.14529,0.03578,-0.00859
1682,-0.16473,0.08059,0.00588
1683,-0.1783,0.04009,-0.01532
1684,-0.13605,0.04189,-0.0096
1685,-0.15618,0.04134,-0.00527
1686,-0.15206,0.0518,-0.00534
1687,-0.15411,0.04937,-0.00529
1688,-0.14171,0.04082,-0.00827
1689,-0.17425,0.06573,-0.01029
1690,-0.17023,0.0834,-0.00329
1691,-0.18391,0.07048,-0.00271
1692,-0.17162,0.05116,0.01903
1693,-0.16514,0.07033,-0.0089
1694,-0.15652,0.05235,-0.00057
1695,-0.1665,0.07553,0.00774
1696,-0.20067,0.05794,-0.01492
1697,-0.16656,0.07697,-0.00113
1698,-0.16297,0.0551,-0.00569
1699,-0.15199,0.07609,-0.00921
1700,-0.15552,0.05056,-0.01688
1701,-0.15198,0.04275,-0.0126
1702,-0.14941,0.02178,0.00606
1703,-0.19416,0.07413,-0.0022
1704,-0.17583,0.0373,-0.00164
1705,-0.15503,0.05724,-0.00917
1706,-0.15887,0.05038,0.00364
1707,-0.14553,0.07439,-0.00857
1708,-0.16517,0.02889,0.00421
1709,-0.19338,0.02787,-0.00118
1710,-0.16841,0.06438,-0.0168
1711,-0.19088,0.05796,-0.01141
1712,-0.16105,0.05565,-0.01034
1713,-0.17112,0.05807,-0.00314
1714,-0.16037,0.05996,-0.01475
1715,-0.15722,0.05042,0.00527
1716,-0.17932,0.04376,0.00265
1717,-0.18391,0.07844,-0.00242
1718,-0.13916,0.04655,-0.00614
1719,-0.17315,0.04375,-0.00481
1720,-0.20188,0.0917,0.00471
1721,-0.18503,0.03322,-0.00667
1722,-0.1782,0.07899,-0.00937
1723,-0.16587,0.07658,0.00326
1724,-0.16304,0.06026,-0.00842
1725,-0.17326,0.05035,-0.01581
1726,-0.15304,0.09336,-0.01072
1727,-0.16194,0.03244,-0.00132
1728,-0.15192,0.0536,-0.01243
1729,-0.16493,0.07322,-0.00214
1730,-0.14712,0.06655,0.00144
1731,-0.16181,0.05838,-0.02079
1732,-0.1556,0.07095,-0.02202
1733,-0.13058,0.07619,-0.00432
1734,-0.15274,0.04294,0.00441
1735,-0.17086,0.06379,-0.01113
1736,-0.15638,0.05967,0.00194
1737,-0.16447,0.07579,0.00667
1738,-0.17724,0.07004,-0.0184
1739,-0.16697,0.03448,0.00142
1740,-0.17213,0.08576,0.00454
1741,-0.14689,0.04717,-0.00225
1742,-0.15113,0.03988,-0.0143
1743,-0.16896,0.08122,0.0001
1744,-0.1528,0.04668,-0.01998
1745,-0.1603,0.06206,0.00891
1746,-0.18373,0.0642,0.00041
1747,-0.15029,0.07683,-0.02179
1748,-0.15926,0.07018,-0.01446
1749,-0.18123,0.05748,-0.00526
1750,-0.14043,0.05892,0.0032
1751,-0.17121,0.04252,-0.01569
1752,-0.15248,0.05886,-0.00528
1753,-0.14736,0.037,-0.01395
1754,-0.14014,0.04811,-0.00036
1755,-0.17825,0.06789,0.00259
1756,-0.17738,0.06457,-0.00837
1757,-0.18035,0.07129,-0.00401
1758,-0.16863,0.06044,-0.01087
1759,-0.15429,0.03788,-0.01615
1760,-0.17112,0.04182,0.00012
1761,-0.15905,0.07282,-0.00462
1762,-0.17429,0.04682,0.01932
1763,-0.17984,0.06086,0.0009
1764,-0.17459,0.10296,-0.02137
1765,-0.15609,0.05915,0.00376
1766,-0.1498,0.06913,-0.01497
1767,-0.14435,0.04809,0.00408
1768,-0.15716,0.04964,0.0032
1769,-0.12169,0.04333,-0.00417
1770,-0.18426,0.04423,-0.00362
1771,-0.14975,0.05407,-0.01186
1772,-0.17995,0.06039,-0.00868
1773,-0.19219,0.08512,0.00482
1774,-0.16374,0.02396,-0.00614
1775,-0.1466,0.06985,-0.00901
1776,-0.15796,0.06298,-0.01279
1777,-0.14586,0.06963,0.00077
1778,-0.1559,0.05073,0.00046
1779,-0.19971,0.07493,-0.01488
1780,-0.14874,0.05264,0.00419
1781,-0.16235,0.05462,-0.02733
1782,-0.1625,0.05291,-0.01054
1783,-0.1814,0.07202,-0.00512
1784,-0.17752,0.05166,-0.0119
1785,-0.19581,0.07567,-0.01387
1786,-0.16031,0.09009,-0.01257
1787,-0.17347,0.07386,-0.01508
1788,-0.15538,0.0579,0.0016
1789,-0.14039,0.06979,-0.02188
1790,-0.17103,0.06353,0.00017
1791,-0.16998,0.05487,-0.01147
1792,-0.15387,0.05735,-0.01393
1793,-0.16206,0.05219,-0.00413
1794,-0.15216,0.06375,-0.00746
1795,-0.13834,0.05627,0.00659
1796,-0.17317,0.07395,0.0115
1797,-0.14551,0.03739,-0.01124
1798,-0.17214,0.04971,-0.00646
1799,-0.16224,0.06957,-0.00677
1800,-0.15926,0.07662,0.01323
1801,-0.14749,0.05968,-0.0043
1802,-0.16775,0.06739,-0.01595
1803,-0.16572,0.07656,-0.01764
1804,-0.1742,0.06807,-0.01807
1805,-0.18422,0.08029,-0.00661
1806,-0.15982,0.06069,-0.00447
1807,-0.1658,0.06117,-0.00357
1808,-0.13296,0.04571,-0.00265
1809,-0.19057,0.06692,-0.01203
1810,-0.17535,0.06838,-0.0076
1811,-0.16432,0.02835,-0.01117
1812,-0.18239,0.06178,-0.00962
1813,-0.18497,0.07476,0.00339
1814,-0.16924,0.0944,-0.02945
1815,-0.15297,0.05459,-0.00334
1816,-0.14686,0.07417,-0.02318
1817,-0.19514,0.09032,-0.00316
1818,-0.17723,0.06655,-0.01648
1819,-0.17266,0.08413,-0.01323
1820,-0.1691,0.0632,-0.01031
1821,-0.17351,0.06957,-0.01455
1822,-0.14912,0.06883,-0.0044
1823,-0.14863,0.04981,0.00311
1824,-0.17706,0.07022,-0.00252
1825,-0.18239,0.07201,0.00035
1826,-0.15097,0.0447,0.0014
1827,-0.17167,0.05496,-0.01506
1828,-0.18468,0.03672,-0.00244
1829,-0.14857,0.04339,0.00262
1830,-0.18331,0.0716,-0.01073
1831,-0.15656,0.06506,-0.02269
1832,-0.15422,0.08568,0.00294
1833,-0.16134,0.05321,-0.00311
1834,-0.18809,0.06322,-0.00733
1835,-0.15997,0.04104,0.00063
1836,-0.17798,0.07263,-0.01753
1837,-0.14856,0.05462,-0.003
1838,-0.14253,0.06526,-0.00872
1839,-0.15305,0.0594,-0.00488
1840,-0.18244,0.07768,-0.00224
1841,-0.14635,0.05699,0.00261
1842,-0.15074,0.04659,-0.00402
1843,-0.17141,0.05453,-0.01065
1844,-0.17765,0.06338,-0.01076
1845,-0.16134,0.04505,-0.01767
1846,-0.17189,0.0287,-0.01494
1847,-0.17205,0.06102,-0.00762
1848,-0.1815,0.0772,-0.00116
1849,-0.1793,0.06396,-0.00567
1850,-0.17187,0.06898,-0.00374
1851,-0.1667,0.05704,-0.00948
1852,-0.16602,0.07259,0.00464
1853,-0.18402,0.075,-0.01397
1854,-0.18734,0.08832,-0.00281
1855,-0.17403,0.09877,-0.00218
1856,-0.16101,0.07488,-0.00456
1857,-0.14826,0.02886,0.00864
1858,-0.17296,0.07968,-0.01109
1859,-0.1858,0.0605,-0.00335
1860,-0.16443,0.08423,-0.00819
1861,-0.16659,0.07809,-0.01026
1862,-0.1826,0.07336,-0.00296
1863,-0.18226,0.04358,-0.00053
1864,-0.18277,0.06875,0.00379
1865,-0.14797,0.05993,-0.00024
1866,-0.19006,0.08066,-0.00085
1867,-0.18545,0.05022,0.00464
1868,-0.15922,0.0827,-0.00956
1869,-0.17363,0.04513,0.00386
1870,-0.17236,0.04656,-0.01195
1871,-0.15945,0.07122,-0.00498
1872,-0.17868,0.0848,-0.00662
1873,-0.16292,0.07661,0.00709
1874,-0.14193,0.07647,-0.00391
1875,-0.15478,0.05286,0.00494
1876,-0.17141,0.06759,-0.01436
1877,-0.14037,0.05031,-0.00495
1878,-0.17193,0.04552,-0.01563
1879,-0.13497,0.0699,-0.00792
1880,-0.16426,0.06411,-0.00873
1881,-0.16359,0.04741,-0.01471
1882,-0.14918,0.08055,-0.00829
1883,-0.1747,0.05028,-0.01129
1884,-0.19559,0.06547,-0.00579
1885,-0.14885,0.0563,-0.00044
1886,-0.15954,0.06088,-0.00256
1887,-0.15778,0.07614,-0.01469
1888,-0.16001,0.06985,-0.01777
1889,-0.15877,0.06715,0.00385
1890,-0.18629,0.07768,0.01005
1891,-0.163,0.06886,-0.0142
1892,-0.15419,0.07244,-0.00642
1893,-0.15651,0.06949,-0.01303
1894,-0.15743,0.06189,-0.0156
1895,-0.14732,0.07883,0.00811
1896,-0.18394,0.06813,-0.01445
1897,-0.17662,0.08355,0.00473
1898,-0.16775,0.04427,-0.00068
1899,-0.16932,0.06743,-0.00242
1900,-0.18571,0.07383,-0.00225
1901,-0.14642,0.08815,-0.01238
1902,-0.15152,0.06959,-0.00881
1903,-0.18324,0.06826,-0.01135
1904,-0.17466,0.06955,0.00281
1905,-0.17235,0.0559,-0.00476
1906,-0.16903,0.04434,-0.00401
1907,-0.17195,0.05674,-0.01748
1908,-0.16471,0.06877,-0.01145
1909,-0.18922,0.08086,-0.01603
1910,-0.18198,0.10075,-0.01475
1911,-0.15277,0.07579,-0.0034
1912,-0.17942,0.06755,-0.02305
1913,-0.17952,0.05707,-0.00862
1914,-0.14626,0.04015,-0.0149
1915,-0.15202,0.03633,-0.01074
1916,-0.15657,0.06778,-0.01392
1917,-0.15794,0.07989,-0.02355
1918,-0.15836,0.03688,0.00111
1919,-0.21025,0.06488,-0.00848
1920,-0.15882,0.05706,-0.00235
1921,-0.17783,0.07044,-0.01527
1922,-0.17903,0.05349,-0.0102
1923,-0.15807,0.06111,-0.00474
1924,-0.16753,0.08514,-0.01371
1925,-0.17157,0.0613,-0.01888
1926,-0.16355,0.07949,0.00567
1927,-0.18937,0.03663,-0.00774
1928,-0.16574,0.07486,-0.01367
1929,-0.1613,0.05853,-0.02115
1930,-0.15191,0.05795,-0.01108
1931,-0.19071,0.08481,-0.01302
1932,-0.15747,0.06838,-0.01692
1933,-0.18146,0.08459,-0.01672
1934,-0.16782,0.06144,-0.01119
1935,-0.16629,0.07147,0.00364
1936,-0.21172,0.06814,-0.02278
1937,-0.15277,0.07735,-0.00257
1938,-0.15825,0.06771,-0.027
1939,-0.20683,0.0539,-0.01023
1940,-0.19075,0.07042,-0.00936
1941,-0.16428,0.04765,-0.00314
1942,-0.18148,0.07867,-0.0184
1943,-0.18135,0.07318,-0.01363
1944,-0.17139,0.0634,-0.01121
1945,-0.15775,0.06374,0.00349
1946,-0.1739,0.06722,-0.01608
1947,-0.19805,0.10438,-0.02277
1948,-0.16977,0.07066,-0.00181
1949,-0.16167,0.07642,-0.00716
1950,-0.17384,0.08051,-0.00225
1951,-0.1847,0.06957,-0.007
1952,-0.20486,0.06576,-0.00576
1953,-0.15786,0.10147,-0.01412
1954,-0.17205,0.07404,-0.01251
1955,-0.21382,0.08104,-0.02341
1956,-0.15211,0.08227,-0.01335
1957,-0.17721,0.08596,-0.02404
1958,-0.1711,0.08068,-0.00569
1959,-0.16158,0.05918,-0.01844
1960,-0.18722,0.04051,-0.01672
1961,-0.13703,0.05121,-0.01368
1962,-0.1501,0.04355,0.00251
1963,-0.17103,0.06248,-0.00991
1964,-0.16409,0.07625,-0.01773
1965,-0.14962,0.04606,-0.0144
1966,-0.15663,0.07457,-0.00238
1967,-0.15852,0.05365,-0.00899
1968,-0.18208,0.08898,-0.0015
1969,-0.17871,0.06054,-0.00725
1970,-0.15277,0.05401,-0.02688
1971,-0.17534,0.07735,-0.01792
1972,-0.17853,0.0601,-0.0125
1973,-0.15719,0.07118,-0.02189
1974,-0.16528,0.04988,-0.02704
1975,-0.17468,0.0545,-0.02674
1976,-0.16573,0.10519,-0.01864
1977,-0.17418,0.06108,-0.02318
1978,-0.15656,0.09674,-0.00155
1979,-0.18636,0.09129,-0.00515
1980,-0.18532,0.04559,-0.00129
1981,-0.18189,0.08104,-0.02003
1982,-0.16495,0.06826,-0.00815
1983,-0.16867,0.03872,-0.00779
1984,-0.17297,0.08793,-0.01343
1985,-0.19123,0.08564,-0.01608
1986,-0.18206,0.07229,-0.01691
1987,-0.15818,0.05103,-0.00779
1988,-0.19588,0.08538,-0.01054
1989,-0.16435,0.08714,-0.01471
1990,-0.16288,0.08629,-0.00536
1991,-0.14695,0.05729,-0.00823
1992,-0.18982,0.0619,-0.01595
1993,-0.16518,0.07876,-0.00155
1994,-0.16855,0.07171,-0.01597
1995,-0.15616,0.07667,-0.01106
1996,-0.17117,0.06169,-0.01662
1997,-0.17015,0.07728,-0.00672
1998,-0.16316,0.07442,-0.0177
1999,-0.17574,0.03819,-0.00734
2000,-0.17451,0.04089,-0.00732
2001,-0.15848,0.10993,-0.00807
2002,-0.17169,0.07076,-0.01235
2003,-0.1437,0.07005,-0.00955
2004,-0.17062,0.0544,-0.01378
2005,-0.16606,0.06301,-0.02627
2006,-0.16494,0.05499,-0.01204
2007,-0.15903,0.06018,-0.0022
2008,-0.17567,0.08506,-0.01974
2009,-0.15247,0.0542,-0.02162
2010,-0.15965,0.09165,-0.00777
2011,-0.14283,0.08095,-0.01716
2012,-0.15401,0.07624,0.00498
2013,-0.16645,0.04602,0.00315
2014,-0.16224,0.09637,-0.01532
2015,-0.18293,0.07036,-0.01094
2016,-0.17382,0.08733,-0.01783
2017,-0.16495,0.06744,-0.00722
2018,-0.1651,0.08245,-0.01606
2019,-0.17168,0.06648,-0.00717
2020,-0.17984,0.08275,-0.01494
2021,-0.18092,0.04642,-0.01746
2022,-0.15712,0.05246,-0.01349
2023,-0.16188,0.05828,-0.02104
2024,-0.15706,0.07688,-0.00676
2025,-0.17867,0.05823,-0.00786
2026,-0.1867,0.06485,-0.00552
2027,-0.17537,0.09032,-0.00602
2028,-0.17397,0.04656,-0.02266
2029,-0.16137,0.07368,-0.02205
2030,-0.19479,0.05876,-0.0115
2031,-0.15791,0.07142,-0.00689
2032,-0.1828,0.05474,-0.01469
2033,-0.18115,0.06051,-0.00119
2034,-0.16589,0.06688,-0.00814
2035,-0.20243,0.08485,-0.018
2036,-0.19165,0.06755,-0.01383
2037,-0.1607,0.07439,0.00382
2038,-0.15268,0.06982,-0.0195
2039,-0.17503,0.06693,-0.03112
2040,-0.16648,0.08718,-0.01741
2041,-0.17096,0.06099,-0.01469
2042,-0.18206,0.08049,-0.02539
2043,-0.17302,0.07135,-0.01563
2044,-0.21131,0.07093,-0.01734
2045,-0.17905,0.07056,-0.00578
2046,-0.19794,0.07399,-0.01645
2047,-0.18909,0.07082,-0.00787
2048,-0.17208,0.06668,-0.01552
2049,-0.18565,0.08721,-0.02961
2050,-0.15592,0.04777,-0.01485
2051,-0.16899,0.07648,-0.01958
2052,-0.17379,0.04137,-0.01744
2053,-0.17936,0.02744,0.0046
2054,-0.20134,0.06307,-0.01187
2055,-0.16684,0.06123,-0.00754
2056,-0.18923,0.07015,-0.01278
2057,-0.16867,0.07586,-0.00698
2058,-0.17806,0.04237,-0.0196
2059,-0.1548,0.08054,-0.01426
2060,-0.16199,0.05296,0.0077
2061,-0.18847,0.04989,-0.00202
2062,-0.16253,0.07812,-0.01903
2063,-0.14476,0.09171,0.02086
2064,-0.18946,0.08094,-0.01174
2065,-0.17605,0.08653,-0.0022
2066,-0.16735,0.08042,-0.02298
2067,-0.19707,0.06644,-0.00738
2068,-0.18754,0.07391,-0.01744
2069,-0.17327,0.06303,-0.00891
2070,-0.16493,0.03971,-0.02816
2071,-0.19842,0.07614,-0.01188
2072,-0.16676,0.09892,-0.00929
2073,-0.12744,0.0833,0.00315
2074,-0.1622,0.0583,-0.00894
2075,-0.1628,0.0837,-0.00213
2076,-0.15509,0.06238,-0.02686
2077,-0.17731,0.06124,-0.01005
2078,-0.1811,0.04391,-0.01751
2079,-0.16565,0.06485,-0.01625
2080,-0.16714,0.05059,-0.01556
2081,-0.16751,0.05937,-0.00063
2082,-0.20431,0.05634,0.00085
2083,-0.15348,0.05534,-0.02893
2084,-0.18908,0.07346,-0.00961
2085,-0.15309,0.07245,-0.03224
2086,-0.13413,0.07564,-0.01017
2087,-0.1718,0.08923,-0.01789
2088,-0.16157,0.08501,-0.02271
2089,-0.20023,0.0808,-0.02468
2090,-0.17347,0.0699,-0.01199
2091,-0.16704,0.08516,-0.02273
2092,-0.17286,0.05389,-0.02677
2093,-0.18767,0.0958,-0.00592
2094,-0.15783,0.05116,-0.01284
2095,-0.18486,0.05432,-0.01555
2096,-0.15589,0.03727,-0.01406
2097,-0.18591,0.04112,-0.02074
2098,-0.18794,0.07158,-0.02735
2099,-0.18154,0.07009,-0.0081
2100,-0.18831,0.06535,-0.01944
2101,-0.17341,0.06696,-0.02648
2102,-0.17977,0.07735,-0.01096
2103,-0.18127,0.07637,-0.02366
2104,-0.17597,0.08848,-0.01893
2105,-0.16723,0.05239,-0.01455
2106,-0.16414,0.07643,-0.01466
2107,-0.17567,0.06433,-0.01309
2108,-0.15798,0.05338,-0.02127
2109,-0.16156,0.05792,-0.01082
2110,-0.17594,0.07293,-0.02075
2111,-0.16194,0.05963,-0.00845
2112,-0.22712,0.07236,-0.0151
2113,-0.16805,0.07986,-0.01977
2114,-0.16043,0.07553,-0.01798
2115,-0.1438,0.05255,-0.01564
2116,-0.15884,0.07695,-0.00671
2117,-0.1757,0.0855,-0.02574
2118,-0.18092,0.06387,-0.05718
2119,-0.18722,0.08164,-0.02596
2120,-0.16719,0.07618,-0.01529
2121,-0.17155,0.05226,-0.0392
2122,-0.20076,0.0581,-0.04491
2123,-0.19121,0.0774,-0.0177
2124,-0.16295,0.04444,-0.03282
2125,-0.15616,0.08556,-0.02509
2126,-0.14659,0.05121,-0.03226
2127,-0.18866,0.07559,-0.0311
2128,-0.1958,0.05186,-0.00708
2129,-0.18883,0.07999,0.00204
2130,-0.18505,0.08352,-0.05148
2131,-0.16727,0.06344,0.03345
2132,-0.1956,0.07533,-0.05644
2133,-0.1778,0.06431,0.04806
2134,-0.17199,0.09622,-0.05999
2135,-0.18423,0.06689,0.02728
2136,-0.20455,0.07623,-0.02229
2137,-0.17885,0.06442,0.00933
2138,-0.17804,0.05664,-0.02345
2139,-0.19257,0.06409,-0.00383
2140,-0.18303,0.06103,-0.02549
2141,-0.21069,0.04424,-0.01799
2142,-0.17484,0.07359,-0.03804
2143,-0.1997,0.04704,0.00746
2144,-0.1948,0.06352,-0.03673
2145,-0.19059,0.07064,-0.00701
2146,-0.20707,0.0701,-0.02934
2147,-0.18979,0.08487,-0.02156
2148,-0.18591,0.0743,-0.04016
2149,-0.1923,0.06204,-0.031
2150,-0.20204,0.04081,-0.03532
2151,-0.19565,0.08077,-0.03293
2152,-0.21316,0.07062,-0.04142
2153,-0.18649,0.04349,-0.03233
2154,-0.21257,0.06556,-0.049
2155,-0.2137,0.05663,-0.03723
2156,-0.21392,0.08282,-0.03911
2157,-0.21131,0.04468,-0.03315
2158,-0.22641,0.0619,-0.03592
2159,-0.20148,0.07653,-0.05412
2160,-0.20775,0.05055,-0.05664
2161,-0.19083,0.06318,-0.06137
2162,-0.20775,0.07527,-0.05457
2163,-0.17078,0.04092,-0.06423
2164,-0.19367,0.06358,-0.06158
2165,-0.22229,0.06873,-0.06339
2166,-0.19791,0.057,-0.07659
2167,-0.17146,0.05938,-0.05334
2168,-0.17718,0.08831,-0.07631
