timing,foreaft, lateral,normal
738,-0.17364,0.19381,0.0821
739,-0.13963,0.16118,0.06572
740,-0.11707,0.17933,0.06862
741,-0.11867,0.18715,0.04283
742,-0.14602,0.17501,0.03242
743,-0.12918,0.17515,0.03265
744,-0.11918,0.16087,0.04467
745,-0.11961,0.16858,0.02498
746,-0.11925,0.15112,0.00085
747,-0.10646,0.15585,0.03301
748,-0.10326,0.16398,0.0278
749,-0.09313,0.15662,0.03185
750,-0.10071,0.15318,0.05874
751,-0.12006,0.19006,0.04767
752,-0.11573,0.15368,0.03418
753,-0.12954,0.17051,0.04267
754,-0.11394,0.18326,0.03438
755,-0.11035,0.20404,0.03911
756,-0.12808,0.21563,0.04107
757,-0.14474,0.20649,0.04437
758,-0.10015,0.21932,0.03564
759,-0.10151,0.21196,0.04802
760,-0.1488,0.19948,0.04702
761,-0.12168,0.22951,0.03947
762,-0.12213,0.23379,0.03536
763,-0.13993,0.19051,0.0542
764,-0.13125,0.20614,0.05156
765,-0.09852,0.1928,0.06786
766,-0.12794,0.16216,0.06419
767,-0.14405,0.16662,0.06763
768,-0.1538,0.17241,0.07812
769,-0.13324,0.18376,0.07326
770,-0.17187,0.14822,0.07673
771,-0.16206,0.17155,0.08374
772,-0.15982,0.12391,0.0771
773,-0.15586,0.1148,0.08866
774,-0.14199,0.15773,0.09173
775,-0.14187,0.12153,0.10346
776,-0.20194,0.12522,0.10337
777,-0.16317,0.13764,0.0911
778,-0.18639,0.1706,0.11008
779,-0.12631,0.12042,0.12132
780,-0.15539,0.16611,0.09446
781,-0.16739,0.14421,0.09
782,-0.16284,0.16225,0.08259
783,-0.15318,0.16128,0.08819
784,-0.14953,0.16928,0.08802
785,-0.15846,0.17088,0.07312
786,-0.16781,0.15889,0.07144
787,-0.12787,0.19885,0.07896
788,-0.14462,0.20052,0.06129
789,-0.12047,0.17501,0.07449
790,-0.12724,0.1569,0.07786
791,-0.13042,0.15715,0.07386
792,-0.09609,0.14321,0.08136
793,-0.14156,0.15684,0.06072
794,-0.13179,0.17915,0.07022
795,-0.14019,0.15128,0.07914
796,-0.13755,0.18296,0.0799
797,-0.14836,0.15712,0.06375
798,-0.13059,0.1465,0.07966
799,-0.14114,0.17795,0.0661
800,-0.1443,0.14778,0.09005
801,-0.13879,0.16428,0.05209
802,-0.15043,0.16672,0.07421
803,-0.14227,0.18098,0.06553
804,-0.13809,0.16022,0.07869
805,-0.13299,0.1485,0.07868
806,-0.12009,0.15403,0.06462
807,-0.11891,0.17344,0.06469
808,-0.14486,0.16946,0.08048
809,-0.16447,0.16951,0.06223
810,-0.13987,0.17381,0.078
811,-0.11774,0.16091,0.06796
812,-0.1581,0.11911,0.06852
813,-0.14523,0.14694,0.06456
814,-0.12527,0.17308,0.06558
815,-0.15011,0.15899,0.06505
816,-0.14607,0.15881,0.07121
817,-0.13084,0.13403,0.0555
818,-0.15692,0.17423,0.07267
819,-0.11088,0.18806,0.06475
820,-0.13395,0.18774,0.07449
821,-0.12586,0.11915,0.06623
822,-0.12525,0.14534,0.06509
823,-0.13525,0.1997,0.0626
824,-0.13181,0.16035,0.06101
825,-0.16198,0.16643,0.07708
826,-0.13537,0.17241,0.06213
827,-0.13811,0.11438,0.08713
828,-0.17256,0.16542,0.07748
829,-0.14602,0.15699,0.06492
830,-0.10725,0.16438,0.06251
831,-0.16958,0.13881,0.07273
832,-0.19224,0.16576,0.07114
833,-0.13469,0.13488,0.08004
834,-0.1478,0.18344,0.0744
835,-0.14897,0.16128,0.07307
836,-0.17595,0.17316,0.0638
837,-0.13481,0.15775,0.07515
838,-0.14911,0.13007,0.06185
839,-0.15022,0.17577,0.06306
840,-0.14239,0.15587,0.08076
841,-0.14311,0.16856,0.0719
842,-0.13323,0.14604,0.07426
843,-0.17756,0.18373,0.07981
844,-0.14716,0.15122,0.08153
845,-0.1636,0.17281,0.07824
846,-0.15854,0.15368,0.07141
847,-0.14959,0.167,0.08265
848,-0.15362,0.14023,0.09429
849,-0.16324,0.15809,0.07478
850,-0.15247,0.15443,0.11185
851,-0.1447,0.15694,0.07828
852,-0.13531,0.14133,0.09668
853,-0.16295,0.13968,0.08277
854,-0.16126,0.1623,0.08036
855,-0.17876,0.17409,0.08422
856,-0.14945,0.18461,0.08949
857,-0.15476,0.15851,0.09643
858,-0.14626,0.13405,0.1007
859,-0.15759,0.14007,0.08248
860,-0.14958,0.14847,0.09087
861,-0.15074,0.16194,0.09893
862,-0.14719,0.14306,0.10342
863,-0.16454,0.13957,0.10476
864,-0.12652,0.14552,0.09372
865,-0.14641,0.11837,0.09058
866,-0.1672,0.11658,0.11039
867,-0.14451,0.14012,0.09757
868,-0.14465,0.13389,0.09256
869,-0.17614,0.15338,0.09351
870,-0.18122,0.13378,0.09718
871,-0.17902,0.15305,0.09809
872,-0.15543,0.17344,0.09751
873,-0.16261,0.12918,0.10952
874,-0.1613,0.17159,0.07628
875,-0.1979,0.16221,0.12206
876,-0.18074,0.17632,0.13436
877,-0.1769,0.20201,0.14759
878,-0.17962,0.17778,0.16974
879,-0.16922,0.18617,0.14957
880,-0.17514,0.16833,0.15458
881,-0.17315,0.18808,0.13984
882,-0.17362,0.17807,0.14778
883,-0.17673,0.20813,0.1707
884,-0.18365,0.17051,0.16097
885,-0.19719,0.19453,0.19868
886,-0.17895,0.21782,0.18798
887,-0.1742,0.20068,0.20175
888,-0.1511,0.22532,0.21376
889,-0.19339,0.22126,0.2113
890,-0.18902,0.24282,0.20131
891,-0.20172,0.26151,0.20772
892,-0.20421,0.23628,0.19846
893,-0.19529,0.24372,0.21016
894,-0.2088,0.24833,0.1989
895,-0.23169,0.2493,0.21403
896,-0.21661,0.24642,0.21089
897,-0.23523,0.23366,0.20814
898,-0.22703,0.18718,0.21769
899,-0.23126,0.19288,0.21591
900,-0.22776,0.18515,0.21932
901,-0.22722,0.21414,0.235
902,-0.2639,0.16646,0.23846
903,-0.24125,0.14905,0.22808
904,-0.26074,0.1448,0.19806
905,-0.23452,0.11827,0.20962
906,-0.24332,0.14327,0.2107
907,-0.27291,0.15031,0.19292
908,-0.25927,0.16737,0.18076
909,-0.31475,0.15855,0.17427
910,-0.32233,0.16718,0.17066
911,-0.31345,0.16728,0.17538
912,-0.34976,0.166,0.16143
913,-0.35501,0.14711,0.17359
914,-0.383,0.1658,0.1843
915,-0.39365,0.16426,0.19247
916,-0.40804,0.13915,0.21038
917,-0.44741,0.12634,0.2364
918,-0.45285,0.10535,0.24263
919,-0.48937,0.10107,0.23505
920,-0.46936,0.10389,0.23714
921,-0.54137,0.11271,0.21686
922,-0.47904,0.14956,0.20999
923,-0.48889,0.10283,0.18626
924,-0.49498,0.10798,0.16729
925,-0.44254,0.12656,0.15671
926,-0.42713,0.12344,0.13627
927,-0.43543,0.1244,0.12118
928,-0.37385,0.1222,0.11171
929,-0.40426,0.14374,0.10289
930,-0.37847,0.1095,0.09561
931,-0.35265,0.1091,0.0817
932,-0.33516,0.13753,0.08098
933,-0.32824,0.10029,0.07213
934,-0.31044,0.11582,0.06848
935,-0.29809,0.0889,0.06449
936,-0.26629,0.11346,0.07065
937,-0.2532,0.10935,0.04166
938,-0.25814,0.09522,0.03193
939,-0.23062,0.08112,0.02773
940,-0.23628,0.09529,0.01621
941,-0.20676,0.1053,0.02044
942,-0.18698,0.0454,-0.0002
943,-0.17836,0.0711,0.03054
944,-0.19065,0.02783,0.01486
945,-0.1393,0.04796,0.00344
946,-0.16053,0.04861,-0.01283
947,-0.20303,0.03275,0.00847
948,-0.16304,0.03508,0.01351
949,-0.18363,0.05133,0.01012
950,-0.17004,0.04288,-0.01528
951,-0.16761,0.03959,0.00565
952,-0.1829,0.06135,-0.02596
953,-0.15434,0.04274,0.00018
954,-0.19007,0.03972,-0.00831
955,-0.15779,0.01636,0.00897
956,-0.15827,0.05408,-0.02509
957,-0.15564,0.04234,-0.01182
958,-0.17912,0.05195,-0.00244
959,-0.15971,0.03545,-0.00639
960,-0.15391,0.03405,0.01037
961,-0.1546,0.05423,-0.01829
962,-0.18613,0.04166,-0.00657
963,-0.15056,0.03596,-0.00766
964,-0.14936,0.01789,-0.01383
965,-0.16314,0.03019,-0.01712
966,-0.17309,0.0369,-0.01664
967,-0.18168,0.01488,-0.00905
968,-0.15224,0.05016,-0.02414
969,-0.14976,0.02874,-0.0263
970,-0.16234,0.0302,-0.01426
971,-0.15264,0.01668,-0.01997
972,-0.16146,0.02796,-0.03276
973,-0.15432,0.01243,-0.01454
974,-0.15139,0.06118,-0.02072
975,-0.12559,0.03719,-0.02091
976,-0.15536,0.01578,-0.04357
977,-0.16956,0.05009,-0.01686
978,-0.16672,0.01477,-0.03586
979,-0.16025,0.0455,-0.04443
980,-0.1542,0.01008,-0.0564
981,-0.14063,0.04158,-0.06539
982,-0.14891,0.01772,-0.02955
983,-0.15877,0.03133,-0.03892
984,-0.17629,0.04736,-0.06773
985,-0.15365,0.00064,-0.04096
986,-0.1605,-0.00209,-0.07083
987,-0.18998,0.01219,-0.05812
988,-0.17206,0.04139,-0.05968
989,-0.17393,0.05141,-0.07411
990,-0.15195,0.02362,-0.05509
991,-0.14901,0.03734,-0.06359
992,-0.17618,0.02776,-0.09454
993,-0.15011,0.04459,-0.07628
994,-0.16815,0.0076,-0.07137
995,-0.15083,0.05674,-0.08417
996,-0.1606,0.03148,-0.08155
997,-0.18558,0.03079,-0.07501
998,-0.202,0.04395,-0.08029
999,-0.16384,0.03117,-0.08628
1000,-0.14664,0.02743,-0.08776
1001,-0.15566,0.06651,-0.08647
1002,-0.1751,0.03033,-0.08846
1003,-0.18097,0.04871,-0.08586
1004,-0.16159,0.03032,-0.07852
1005,-0.15458,0.08318,-0.06622
1006,-0.16239,0.0051,-0.08653
1007,-0.18253,0.05388,-0.07556
1008,-0.19229,0.02709,-0.08018
1009,-0.14429,0.05228,-0.07777
1010,-0.17869,0.03828,-0.0853
1011,-0.18919,0.03046,-0.0975
1012,-0.17532,0.04737,-0.06604
1013,-0.1705,0.06325,-0.09431
1014,-0.18059,0.04069,-0.09762
1015,-0.15263,0.05043,-0.10756
1016,-0.18092,0.04839,-0.09388
1017,-0.15515,0.03436,-0.08553
1018,-0.20387,0.02636,-0.0929
1019,-0.15845,0.05149,-0.10528
1020,-0.19325,0.06602,-0.09471
1021,-0.19374,0.06697,-0.08805
1022,-0.17605,0.05503,-0.09085
1023,-0.18501,0.0553,-0.10032
1024,-0.18264,0.07907,-0.0907
1025,-0.16107,0.06886,-0.0908
1026,-0.14617,0.04192,-0.09361
1027,-0.18313,0.04983,-0.07554
1028,-0.18032,0.07062,-0.08843
1029,-0.17877,0.0364,-0.08895
1030,-0.17778,0.0494,-0.08524
1031,-0.17031,0.06371,-0.09815
1032,-0.16962,0.09219,-0.09389
1033,-0.15812,0.05576,-0.09293
1034,-0.17652,0.05332,-0.09789
1035,-0.15681,0.07693,-0.08839
1036,-0.15443,0.06121,-0.07848
1037,-0.17978,0.02991,-0.0805
1038,-0.15867,0.04119,-0.07144
1039,-0.15498,0.04146,-0.07698
1040,-0.16914,0.06805,-0.07695
1041,-0.19161,0.04976,-0.07018
1042,-0.17415,0.06231,-0.08354
1043,-0.19447,0.06304,-0.07987
1044,-0.16705,0.04726,-0.06551
1045,-0.18474,0.06268,-0.08188
1046,-0.1711,0.03343,-0.07589
1047,-0.17381,0.07533,-0.07048
1048,-0.1838,0.04714,-0.06544
1049,-0.16585,0.0758,-0.08716
1050,-0.19456,0.0451,-0.05887
1051,-0.17714,0.07257,-0.07127
1052,-0.17737,0.06512,-0.06454
1053,-0.17737,0.0593,-0.07816
1054,-0.15043,0.04924,-0.06741
1055,-0.20331,0.08087,-0.0676
1056,-0.16547,0.08875,-0.05557
1057,-0.14249,0.05446,-0.05232
1058,-0.21109,0.08314,-0.05079
1059,-0.1512,0.05878,-0.06046
1060,-0.17267,0.05543,-0.04931
1061,-0.19714,0.05739,-0.05026
1062,-0.16839,0.06679,-0.07082
1063,-0.18498,0.07554,-0.04613
1064,-0.18516,0.0874,-0.0602
1065,-0.18341,0.07823,-0.04697
1066,-0.20215,0.07405,-0.05538
1067,-0.19879,0.06929,-0.05956
1068,-0.18914,0.03822,-0.05882
1069,-0.18471,0.07665,-0.05579
1070,-0.15615,0.04809,-0.05892
1071,-0.21317,0.06234,-0.03455
1072,-0.18602,0.08238,-0.03792
1073,-0.15947,0.05258,-0.04981
1074,-0.20319,0.08199,-0.03926
1075,-0.22237,0.07588,-0.05123
1076,-0.18259,0.05959,-0.05981
1077,-0.16099,0.07624,-0.06053
1078,-0.23173,0.109,-0.04804
1079,-0.17859,0.06336,-0.05617
1080,-0.187,0.05343,-0.05507
1081,-0.20162,0.05519,-0.0579
1082,-0.2006,0.0501,-0.05611
1083,-0.17923,0.04765,-0.05731
1084,-0.19031,0.08344,-0.06225
1085,-0.17998,0.05208,-0.04387
1086,-0.18485,0.05418,-0.05269
1087,-0.1909,0.07326,-0.03673
1088,-0.18485,0.08865,-0.04862
1089,-0.16619,0.06573,-0.05572
1090,-0.18786,0.07732,-0.06026
1091,-0.20815,0.08101,-0.0663
1092,-0.17745,0.0292,-0.03992
1093,-0.15376,0.05173,-0.04448
1094,-0.20716,0.08636,-0.05666
1095,-0.21321,0.04754,-0.03824
1096,-0.18862,0.06373,-0.04077
1097,-0.1822,0.07357,-0.05064
1098,-0.19201,0.06034,-0.04096
1099,-0.18657,0.05092,-0.06112
1100,-0.19654,0.0611,-0.0367
1101,-0.19025,0.04312,-0.05196
1102,-0.22038,0.08527,-0.0397
1103,-0.19608,0.07982,-0.04541
1104,-0.17838,0.06273,-0.04985
1105,-0.20125,0.06729,-0.05425
1106,-0.20187,0.06434,-0.06224
1107,-0.18518,0.06064,-0.05404
1108,-0.19505,0.04574,-0.03487
1109,-0.16954,0.07351,-0.07178
1110,-0.19777,0.10244,-0.05477
1111,-0.21483,0.08147,-0.05576
1112,-0.19928,0.06836,-0.04109
1113,-0.17092,0.07218,-0.05814
1114,-0.18901,0.09796,-0.06144
1115,-0.2131,0.07988,-0.05704
1116,-0.1914,0.06363,-0.0527
1117,-0.17126,0.07975,-0.06635
1118,-0.20341,0.09994,-0.03457
1119,-0.18933,0.06654,-0.05539
1120,-0.18001,0.10393,-0.05169
1121,-0.1605,0.05792,-0.053
1122,-0.20798,0.08356,-0.05596
1123,-0.15433,0.08013,-0.06074
1124,-0.19806,0.04036,-0.06317
1125,-0.16879,0.02985,-0.04057
1126,-0.16657,0.09259,-0.0643
1127,-0.18679,0.06618,-0.05812
1128,-0.22071,0.07095,-0.05808
1129,-0.1704,0.07884,-0.04263
1130,-0.18616,0.06567,-0.03672
1131,-0.19015,0.05416,-0.03451
1132,-0.18258,0.06674,-0.04671
1133,-0.20984,0.07913,-0.06323
1134,-0.2039,0.06447,-0.05387
1135,-0.19365,0.06454,-0.05508
1136,-0.20051,0.07201,-0.04482
1137,-0.19163,0.06298,-0.05886
1138,-0.17639,0.08917,-0.05815
1139,-0.18654,0.05372,-0.06395
1140,-0.19851,0.08391,-0.0269
1141,-0.18503,0.07411,-0.05615
1142,-0.20213,0.05659,-0.05141
1143,-0.22697,0.0715,-0.05565
1144,-0.19891,0.05083,-0.0456
1145,-0.18143,0.06295,-0.04686
1146,-0.19713,0.04959,-0.04002
1147,-0.17172,0.06765,-0.04638
1148,-0.18723,0.07381,-0.06962
1149,-0.20838,0.06378,-0.05372
1150,-0.19502,0.06445,-0.04315
1151,-0.18571,0.05689,-0.05754
1152,-0.1759,0.0676,-0.05937
1153,-0.18603,0.06924,-0.06483
1154,-0.15218,0.0565,-0.03053
1155,-0.18111,0.06554,-0.04861
1156,-0.16179,0.03672,-0.0517
1157,-0.17384,0.06282,-0.0519
1158,-0.1688,0.06278,-0.04955
1159,-0.18378,0.07642,-0.04803
1160,-0.17949,0.04029,-0.06023
1161,-0.16929,0.07038,-0.05671
1162,-0.21677,0.06737,-0.0484
1163,-0.22359,0.05141,-0.05761
1164,-0.19513,0.06742,-0.06228
1165,-0.16167,0.05632,-0.05489
1166,-0.17361,0.03152,-0.05326
1167,-0.16992,0.04335,-0.04736
1168,-0.19413,0.01342,-0.04769
1169,-0.17319,0.02824,-0.05934
1170,-0.22024,0.05499,-0.05456
1171,-0.1881,0.02026,-0.05831
1172,-0.17417,0.04652,-0.0422
1173,-0.18496,0.02918,-0.04617
1174,-0.1945,0.06711,-0.05357
1175,-0.16607,0.06244,-0.03804
1176,-0.20781,0.0469,-0.03645
1177,-0.19199,0.03759,-0.06373
1178,-0.18141,0.05084,-0.03601
1179,-0.18462,0.01697,-0.02779
1180,-0.19201,0.05234,-0.06462
1181,-0.1919,0.08527,-0.04971
1182,-0.20619,0.04551,-0.05578
1183,-0.17737,0.05216,-0.04436
1184,-0.18132,0.04829,-0.04761
1185,-0.19086,0.05862,-0.05861
1186,-0.18298,0.06652,-0.04873
1187,-0.17332,0.03558,-0.03337
1188,-0.16908,0.04898,-0.04778
1189,-0.16753,0.07973,-0.04388
1190,-0.20433,0.03781,-0.05084
1191,-0.21205,0.09768,-0.05688
1192,-0.18441,0.06745,-0.05494
1193,-0.20155,0.05781,-0.05108
1194,-0.19117,0.04252,-0.0413
1195,-0.17254,0.05074,-0.05193
1196,-0.20664,0.07978,-0.05572
1197,-0.16705,0.03607,-0.05417
1198,-0.19726,0.06322,-0.03778
1199,-0.17634,0.03325,-0.04653
1200,-0.19914,0.03087,-0.04394
1201,-0.1738,0.04092,-0.05098
1202,-0.19011,0.04001,-0.05595
1203,-0.16831,0.02993,-0.05639
1204,-0.17821,0.06429,-0.04372
1205,-0.188,0.04367,-0.04852
1206,-0.17476,0.04247,-0.06058
1207,-0.1778,0.05263,-0.05301
1208,-0.16627,0.01897,-0.06386
1209,-0.17009,0.04903,-0.05028
1210,-0.18144,0.05262,-0.05077
1211,-0.15283,0.07142,-0.04193
1212,-0.17279,0.02724,-0.04718
1213,-0.18052,0.03736,-0.05728
1214,-0.17787,0.00983,-0.04306
1215,-0.16021,0.03918,-0.04372
1216,-0.19913,0.05728,-0.05218
1217,-0.18814,0.05842,-0.05943
1218,-0.19154,0.06533,-0.05185
1219,-0.19597,0.05084,-0.05842
1220,-0.15754,0.05661,-0.05871
1221,-0.20097,0.06058,-0.0598
1222,-0.20458,0.01976,-0.05138
1223,-0.17208,0.03364,-0.04989
1224,-0.17608,0.0506,-0.06474
1225,-0.17059,0.0394,-0.0486
1226,-0.19021,0.07006,-0.04825
1227,-0.1693,0.03051,-0.04984
1228,-0.18904,0.04537,-0.0702
1229,-0.18438,0.06995,-0.07565
1230,-0.15441,0.02868,-0.05541
1231,-0.15843,0.03756,-0.06156
1232,-0.19865,0.02592,-0.04778
1233,-0.17216,0.05923,-0.04905
1234,-0.16658,0.01111,-0.04887
1235,-0.138,0.04144,-0.06415
1236,-0.17836,0.04187,-0.06009
1237,-0.19299,0.033,-0.04971
1238,-0.17096,0.04314,-0.04825
1239,-0.16743,0.05083,-0.03561
1240,-0.17718,0.03971,-0.05457
1241,-0.18018,0.0406,-0.04315
1242,-0.1609,0.06699,-0.06554
1243,-0.15775,0.05599,-0.05711
1244,-0.15985,0.04747,-0.04348
1245,-0.17837,0.0459,-0.05116
1246,-0.15348,0.04014,-0.0727
1247,-0.18835,0.05664,-0.05929
1248,-0.17061,0.05265,-0.06331
1249,-0.18912,0.05891,-0.05448
1250,-0.15802,0.04294,-0.04905
1251,-0.171,0.02989,-0.04715
1252,-0.16752,0.0435,-0.06871
1253,-0.19357,0.04538,-0.04851
1254,-0.19006,0.04176,-0.064
1255,-0.18816,0.02822,-0.06116
1256,-0.17926,0.07372,-0.04237
1257,-0.18385,0.05464,-0.06533
1258,-0.13797,0.05373,-0.06023
1259,-0.18406,0.03777,-0.05609
1260,-0.16796,0.05367,-0.04
1261,-0.19675,0.05207,-0.07049
1262,-0.18237,0.06328,-0.04149
1263,-0.18038,0.06399,-0.05229
1264,-0.17989,0.0261,-0.04771
1265,-0.21101,0.04194,-0.01535
1266,-0.19708,0.06093,-0.02502
1267,-0.1918,0.05637,-0.02599
1268,-0.19947,0.04309,-0.0394
1269,-0.22935,0.04872,-0.04581
1270,-0.21215,0.03194,-0.02446
1271,-0.21726,0.05194,-0.02396
1272,-0.21796,0.03551,-0.03298
1273,-0.25132,0.02893,-0.02181
1274,-0.22549,0.07572,-0.0162
1275,-0.20894,0.03455,-0.02886
1276,-0.22146,0.00421,-0.02341
1277,-0.21335,0.05588,-0.0228
1278,-0.20445,0.06283,-0.01662
1279,-0.22218,0.05041,-0.02888
1280,-0.21861,0.02702,-0.0248
1281,-0.21387,0.07449,-0.0237
1282,-0.2112,0.06646,-0.03128
1283,-0.20287,0.05536,-0.04398
1284,-0.17999,0.05603,-0.04879
1285,-0.18853,0.061,-0.04068
1286,-0.19406,0.0581,-0.03696
1287,-0.20568,0.04589,-0.03266
1288,-0.21981,0.05323,-0.03668
1289,-0.19036,0.05393,-0.03655
1290,-0.18185,0.03698,-0.03608
1291,-0.1901,0.0544,-0.03824
1292,-0.16824,0.07792,-0.04414
1293,-0.21314,0.06417,-0.03189
1294,-0.19361,0.05638,-0.04022
1295,-0.20699,0.06806,-0.0448
1296,-0.18774,0.04148,-0.0311
1297,-0.22136,0.056,-0.02859
1298,-0.19142,0.07057,-0.02117
1299,-0.17826,0.05724,-0.02127
1300,-0.20895,0.04883,-0.01173
1301,-0.18707,0.06466,-0.01657
1302,-0.19997,0.06551,-0.02323
1303,-0.209,0.03915,-0.03565
1304,-0.17028,0.044,-0.03348
1305,-0.18546,0.07862,-0.01455
1306,-0.1977,0.06394,-0.01988
1307,-0.18338,0.06777,-0.0276
1308,-0.21319,0.06094,-0.00606
1309,-0.20648,0.09255,-0.01863
1310,-0.19729,0.05088,-0.01334
1311,-0.17667,0.05518,-0.01429
1312,-0.17108,0.07418,-0.02621
1313,-0.21976,0.04197,-0.02084
1314,-0.19077,0.06175,-0.0341
1315,-0.20903,0.07559,-0.00221
1316,-0.1904,0.0512,-0.01453
1317,-0.19364,0.06092,-0.01956
1318,-0.19368,0.07078,-0.00254
1319,-0.18663,0.0641,-0.01916
1320,-0.21055,0.05553,-0.01455
1321,-0.19566,0.04115,-0.01235
1322,-0.18495,0.07598,-0.00325
1323,-0.19154,0.05297,-0.02033
1324,-0.19047,0.05763,-0.00437
1325,-0.19329,0.03045,-0.02107
1326,-0.18374,0.06424,-0.01369
1327,-0.21944,0.0735,-0.00521
1328,-0.19763,0.01517,-0.01654
1329,-0.20571,0.0544,-0.02052
1330,-0.18395,0.06028,-0.02556
1331,-0.19372,0.01834,-0.0183
1332,-0.17758,0.04449,-0.02117
1333,-0.19999,0.04097,-0.02866
1334,-0.17242,0.04038,-0.02787
1335,-0.19086,0.02096,-0.01975
1336,-0.17011,0.0538,-0.02731
1337,-0.16818,0.01201,-0.03231
1338,-0.17636,0.0532,-0.01605
1339,-0.17008,0.03711,-0.03282
1340,-0.19335,0.05611,-0.00672
1341,-0.17614,0.04372,-0.02621
1342,-0.17637,0.03114,-0.03164
1343,-0.17062,0.03127,-0.00761
1344,-0.17665,0.05163,-0.01177
1345,-0.16504,0.05297,0.00022
1346,-0.15843,0.03247,0.00765
1347,-0.18458,0.05712,0.00193
1348,-0.17853,0.08088,0.00894
1349,-0.15943,0.06113,-0.0099
1350,-0.151,0.05902,-0.00049
1351,-0.16913,0.03665,-0.00973
1352,-0.10915,0.00816,-0.00674
1353,-0.14557,0.02658,0.00213
1354,-0.19539,0.0606,-0.00506
1355,-0.1427,0.02664,0.00257
1356,-0.17623,0.00382,0.00807
1357,-0.16423,0.05692,-0.02272
1358,-0.17016,0.04354,-0.01523
1359,-0.18289,0.0634,-0.03503
1360,-0.17885,0.03819,-0.01563
1361,-0.17558,0.04303,-0.01632
1362,-0.16294,0.04516,-0.0287
1363,-0.16467,0.05151,-0.03062
1364,-0.16998,0.05943,-0.01756
1365,-0.18074,0.04381,-0.02194
1366,-0.16762,0.03669,-0.02182
1367,-0.20484,0.054,-0.01965
1368,-0.16211,0.01208,-0.01823
1369,-0.15985,0.03678,-0.02921
1370,-0.13947,0.02952,-0.01547
1371,-0.18611,0.06622,-0.02068
1372,-0.18164,0.06398,-0.01585
1373,-0.16934,0.02132,-0.0308
1374,-0.17243,0.03979,-0.01234
1375,-0.17155,0.02645,-0.01497
1376,-0.19349,0.06054,-0.01369
1377,-0.1873,0.07203,-0.02331
1378,-0.17156,0.04243,-0.02082
1379,-0.18516,0.04949,-0.02975
1380,-0.16424,0.04235,-0.00485
1381,-0.20425,0.02804,-0.02415
1382,-0.15773,0.0569,-0.01358
1383,-0.17854,0.02375,-0.01361
1384,-0.18668,0.03311,-0.022
1385,-0.15622,0.04801,-0.00948
1386,-0.15532,0.05727,-0.02193
1387,-0.16222,0.03958,-0.01998
1388,-0.16492,0.05062,-0.0127
1389,-0.17385,0.04707,-0.01375
1390,-0.16572,0.02376,-0.0088
1391,-0.1938,0.06105,-0.01478
1392,-0.16853,0.05016,-0.01407
1393,-0.17261,0.06737,-0.02519
1394,-0.17403,0.05788,-0.02097
1395,-0.17623,0.04643,-0.01406
1396,-0.18768,0.03098,-0.02775
1397,-0.16308,0.04983,-0.01626
1398,-0.15776,0.0439,-0.03266
1399,-0.1565,0.0362,-0.02064
1400,-0.1673,0.01411,-0.02257
1401,-0.18315,0.04719,-0.01771
1402,-0.17809,0.03063,-0.03392
1403,-0.16641,0.05389,-0.02407
1404,-0.19032,0.04317,-0.02824
1405,-0.19003,0.05142,-0.02589
1406,-0.19866,0.06716,-0.0183
1407,-0.13968,0.00315,-0.01699
1408,-0.18871,0.03389,-0.01813
1409,-0.18643,0.02322,-0.02854
1410,-0.18949,0.06841,-0.03727
1411,-0.18866,0.06064,-0.02702
1412,-0.16725,0.01677,-0.03186
1413,-0.1859,0.05992,-0.02149
1414,-0.20434,0.06183,-0.01303
1415,-0.18462,0.03545,-0.01653
1416,-0.17169,0.02046,-0.04304
1417,-0.1827,0.02657,-0.01297
1418,-0.18189,0.04335,-0.01431
1419,-0.19882,0.05142,-0.01927
1420,-0.16197,0.05467,-0.01304
1421,-0.16908,0.07366,-0.02355
1422,-0.15887,0.05082,-0.03146
1423,-0.19378,0.05049,-0.02912
1424,-0.19982,0.05895,-0.02651
1425,-0.19001,0.04439,-0.02068
1426,-0.21915,0.0739,-0.03067
1427,-0.19107,0.08561,-0.03255
1428,-0.16068,0.05667,-0.01079
1429,-0.20166,0.06983,-0.01048
1430,-0.19274,0.05249,-0.03346
1431,-0.17626,0.03704,-0.02023
1432,-0.16697,0.03165,-0.02132
1433,-0.19986,0.04357,-0.0146
1434,-0.15333,0.05691,-0.01384
1435,-0.20097,0.05521,-0.02643
1436,-0.18473,0.07188,-0.02013
1437,-0.12833,0.06161,-0.02521
1438,-0.1825,0.03782,-0.02292
1439,-0.15193,0.04354,-0.02182
1440,-0.16032,0.05421,-0.02705
1441,-0.17736,0.05334,-0.02579
1442,-0.19471,0.03999,-0.02134
1443,-0.19156,0.06752,-0.02783
1444,-0.18306,0.06581,-0.0247
1445,-0.17513,0.03164,-0.01764
1446,-0.19587,0.07823,-0.02695
1447,-0.17543,0.0909,-0.03358
1448,-0.16305,0.0395,-0.02297
1449,-0.17341,0.06857,-0.02545
1450,-0.19237,0.04326,-0.02519
1451,-0.14878,0.04446,-0.04258
1452,-0.17889,0.04707,-0.02102
1453,-0.14758,0.03279,-0.01744
1454,-0.18341,0.02877,-0.01578
1455,-0.16962,0.05486,-0.03008
1456,-0.16826,0.04985,-0.02473
1457,-0.17531,0.04999,-0.03427
1458,-0.18301,0.06161,-0.0328
1459,-0.14462,0.04252,-0.01744
1460,-0.17782,0.02645,-0.01565
1461,-0.16444,0.07672,-0.02848
